-21.79880167,6.59E-13,6.59E-13,-0.160840094,-0.138357831,-0.211745957,-0.276646579,-0.133051389,-0.141735044,0.123102391,0
-22.28237773,1.02E-13,1.02E-13,0.022597602,-0.114540115,-0.096324278,-0.205531186,-0.122867042,-0.068695589,0.134053468,0
-22.62837635,2.20E-13,2.20E-13,0.168518387,0.048345968,-0.044955036,-0.053979695,0.063702963,0.13038208,0.415420023,0
-22.28659892,2.71E-13,2.71E-13,0.053303145,0.060563955,-0.169775031,-0.067143705,0.11357996,0.196038788,0.209227332,0
-21.61108872,4.85E-13,4.85E-13,-0.208969588,-0.161182774,-0.376729288,-0.296988504,-0.120108105,-0.011468069,-0.237111978,0
-21.47643475,2.76E-13,2.76E-13,-0.317892432,-0.30156557,-0.506758769,-0.432924035,-0.24252773,-0.224652169,-0.191673984,0
-20.88551672,-2.25E-13,-2.25E-13,-0.298271201,-0.211579782,-0.449484545,-0.400251398,-0.186194814,-0.283425127,-0.165194015,0
-20.39618352,2.27E-13,2.27E-13,-0.129499199,0.016323391,-0.166434979,-0.180749967,-0.072715128,-0.152367541,-0.173307651,0
-20.54604022,5.29E-13,5.29E-13,0.155371647,0.219163436,0.072778123,0.096035119,0.090092149,0.116690556,0.253849483,0
-20.40448674,3.95E-13,3.95E-13,0.167465992,0.104345739,-0.058678759,0.008616358,0.029793066,0.119248517,0.381517934,0
-19.56025602,2.54E-13,2.54E-13,0.051946265,-0.105515555,-0.274986592,-0.243553266,-0.128341099,-0.112467669,0.031506327,0
-19.60169666,6.15E-13,6.15E-13,0.076428915,-0.171649236,-0.346111563,-0.279238296,-0.089969044,-0.117431064,0.128113214,0
-19.47548442,6.84E-13,6.84E-13,-0.080452367,-0.266494999,-0.619420312,-0.360328415,-0.127180764,-0.174831855,0.321549545,0
-18.77057181,8.35E-13,8.35E-13,-0.185149994,-0.25350823,-0.728265008,-0.376430093,-0.196648672,-0.412205031,0.111649341,0
-18.30584782,5.74E-13,5.74E-13,0.086328991,0.036709908,-0.302629426,-0.092047599,0.034135704,-0.336027636,0.176068183,0
-18.13641993,5.11E-13,5.11E-13,0.12942067,0.151797935,-0.14886224,0.028170024,0.152563005,-0.122705009,0.405275808,0
-17.78533681,7.36E-13,7.36E-13,-0.129550727,-0.0424294,-0.457807069,-0.189923693,-0.0875482,-0.19498678,0.287752099,0
-17.83459424,3.48E-13,3.48E-13,-0.255178331,-0.294459917,-0.583119873,-0.458095431,-0.346112124,-0.317684437,0.3129924,0
-17.6783848,4.66E-13,4.66E-13,-0.332599158,-0.358704224,-0.571135546,-0.553227303,-0.387335675,-0.205572902,0.378766873,0
-17.1053053,8.89E-13,8.89E-13,-0.285862048,-0.164880307,-0.470728939,-0.345160734,-0.214863857,0.02011405,-0.06759375,0
-16.91697498,8.47E-13,8.47E-13,0.028521592,0.025303121,-0.229363932,-0.048287317,0.017364278,0.143848785,-0.393671342,0
-17.11226128,8.86E-13,8.86E-13,0.115286967,-0.065422267,-0.279700018,-0.070247009,-0.006408757,0.194910708,-0.232826817,0
-16.78209204,8.51E-13,8.51E-13,-0.185031666,-0.297303832,-0.551240809,-0.352926893,-0.245436763,0.161567303,-0.286476277,0
-16.03882678,9.90E-13,9.90E-13,-0.325327353,-0.321079296,-0.558465639,-0.447048219,-0.271729228,-0.05053074,-0.581416228,0
-15.83622801,1.18E-12,1.18E-12,-0.167239015,-0.090830487,-0.451758326,-0.217355975,-0.034907537,-0.140663973,-0.567064781,0
-15.80333141,9.85E-13,9.85E-13,-0.098111257,0.003619771,-0.427517129,-0.102060905,0.010696646,-0.063365683,-0.383362104,0
-15.70891976,8.61E-13,8.61E-13,-0.083093277,-0.088824259,-0.316100604,-0.190673395,-0.119235707,-0.143091145,-0.235767825,0
-15.53512991,8.71E-13,8.71E-13,-0.050648045,-0.129812759,-0.335121042,-0.259842767,-0.151491758,-0.204962278,-0.12398874,0
-15.16260232,1.19E-12,1.19E-12,-0.200112244,-0.266754669,-0.565446099,-0.391494989,-0.219489235,-0.170898782,-0.290275739,0
-14.7823304,9.74E-13,9.74E-13,-0.189709887,-0.283805371,-0.34840188,-0.346839049,-0.171352224,-0.2373698,-0.482371178,0
-15.292286,5.47E-13,5.47E-13,0.229791323,0.105419934,0.267639363,0.116162656,0.181576561,-0.029975239,-0.130500131,0
-15.70552995,9.68E-13,9.68E-13,0.516187892,0.390425164,0.441980908,0.431369522,0.367836814,0.357709106,0.307926773,0
-15.9137878,9.87E-13,9.87E-13,0.457641025,0.258247134,0.27776031,0.353093925,0.225821866,0.264629613,0.345512728,0
-16.01551195,8.54E-13,8.54E-13,0.321717825,0.103479911,0.156493808,0.220008882,0.14445197,0.047241626,0.33460036,0
-15.63413998,7.75E-13,7.75E-13,0.181202286,0.023979422,-0.079675752,0.094845979,0.122950776,0.146786698,0.270306142,0
-14.86303869,6.33E-13,6.33E-13,0.149912381,0.004115374,-0.203456692,0.051290788,0.097784248,0.174370009,0.041402039,0
-14.56073396,8.87E-13,8.87E-13,0.211445715,0.040652033,-0.083272548,0.13677062,0.141676956,0.214274817,0.057895777,0
-13.72829751,8.46E-13,8.46E-13,0.201834459,-0.000437712,-0.094985637,0.128814817,0.149928319,0.33594791,0.14233039,0
-12.73323314,7.81E-13,7.81E-13,0.302860227,-0.028369966,-0.08223292,0.146371884,0.150156937,0.272311072,0.065358678,0
-12.51174095,9.52E-13,9.52E-13,0.452805408,0.039644224,-0.005429399,0.23672125,0.184498434,0.346884609,0.185558984,0
-12.54252916,1.32E-12,1.32E-12,0.211320598,-0.133788127,-0.259905119,0.007233015,-0.053827869,0.349212515,0.216692036,0
-12.34211188,1.28E-12,1.28E-12,-0.129860498,-0.480050376,-0.562524654,-0.357674623,-0.46019591,-0.202220069,-0.005801229,0
-12.26537556,6.74E-13,6.74E-13,-0.152643065,-0.659734829,-0.616408935,-0.46703341,-0.617876447,-0.702505729,0.10976247,0
-11.74451137,1.28E-12,1.28E-12,-0.087930397,-0.627239634,-0.599791387,-0.42662106,-0.470517065,-0.84181583,0.326611083,0
-10.91907029,1.54E-12,1.54E-12,-0.07294627,-0.475371614,-0.511770292,-0.336668365,-0.221878259,-0.744303141,0.149729314,0
-10.32963346,1.28E-12,1.28E-12,-0.084989671,-0.366680778,-0.51285089,-0.272465344,-0.056789602,-0.374278566,-0.179851644,0
-9.549279882,1.10E-12,1.10E-12,0.029493356,-0.127807168,-0.472163141,-0.080676714,0.233490879,-0.094669932,-0.226951318,0
-8.547008151,1.72E-12,1.72E-12,0.41039207,0.40749451,-0.111116172,0.402465686,0.779327435,0.245479476,0.313095071,0
-7.01718995,1.75E-12,1.75E-12,0.513564696,0.616151904,-0.020734053,0.559370101,0.96069591,0.680553327,0.653887153,0
-4.813095561,1.72E-12,1.72E-12,0.250842861,0.374710533,-0.237096081,0.305275272,0.710556127,0.477984989,0.194453887,0
-2.506513612,1.53E-12,1.53E-12,0.193115391,0.262015238,-0.253315666,0.240711532,0.575333625,0.093820404,0.009402313,0
-0.89271697,1.29E-12,1.29E-12,0.182223645,0.1694371,-0.337048981,0.225461425,0.459981645,0.151068869,0.152194209,0
0.47637552,1.96E-12,1.96E-12,0.089374793,0.059802196,-0.385095615,0.166248207,0.359636951,0.093350021,-0.08967767,0
2.177176985,1.73E-12,1.73E-12,0.101822732,0.082563042,-0.294581242,0.209828355,0.408110575,0.002962222,-0.06049146,0
4.636676792,1.52E-12,1.52E-12,0.037506289,0.030904365,-0.463013189,0.127286114,0.388014239,0.154341911,0.136038826,0
7.315138986,1.09E-12,1.09E-12,-0.009695421,-0.012380184,-0.4346232,0.036452307,0.373712988,0.142603936,0.039581658,0
